"userid","expertise","language_skill","gender","age","country","continent"
2393,"1 Nonmusician","1 No proficiency","male",,"IN","Asia"
2394,"3 Amateur musician","1 No proficiency","male",33,"ES","Europe"
2395,"1 Nonmusician","1 No proficiency","male",23,"BA","Europe"
2397,"2 Music-loving nonmusician","3 Limited working proficiency","male",26,"JO","Asia"
2398,"3 Amateur musician","6 Native or bilingual proficiency","female",22,"GR","Europe"
2400,"1 Nonmusician","3 Limited working proficiency","male",54,"RO","Europe"
2401,"1 Nonmusician","1 No proficiency","male",33,"TN","Africa"
2402,"2 Music-loving nonmusician","5 Full professional proficiency","male",22,"",
2403,"1 Nonmusician","6 Native or bilingual proficiency","female",24,"GB","Europe"
2404,"3 Amateur musician","2 Elementary proficiency","male",22,"TR","Asia"
2405,"2 Music-loving nonmusician","5 Full professional proficiency","female",37,"CA","North America"
2406,"2 Music-loving nonmusician","5 Full professional proficiency","male",29,"TR","Asia"
2407,"2 Music-loving nonmusician","3 Limited working proficiency","male",39,"MA","Africa"
2408,"3 Amateur musician","3 Limited working proficiency","male",51,"DE","Europe"
2409,"2 Music-loving nonmusician","2 Elementary proficiency","male",23,"IN","Asia"
2410,"2 Music-loving nonmusician","3 Limited working proficiency","male",27,"BG","Europe"
2411,"2 Music-loving nonmusician","6 Native or bilingual proficiency","male",26,"ID","Asia"
2412,"3 Amateur musician","3 Limited working proficiency","male",22,"TR","Asia"
2413,"3 Amateur musician","3 Limited working proficiency","male",21,"BA","Europe"
2414,"2 Music-loving nonmusician","6 Native or bilingual proficiency","female",42,"GB","Europe"
2415,"1 Nonmusician","4 Professional working proficiency","female",35,"MK","Europe"
2416,"1 Nonmusician","4 Professional working proficiency","male",59,"CA","North America"
2417,"1 Nonmusician","6 Native or bilingual proficiency","male",69,"US","North America"
2418,"1 Nonmusician","3 Limited working proficiency","male",28,"UA","Europe"
2419,"2 Music-loving nonmusician","6 Native or bilingual proficiency","male",30,"TR","Asia"
2420,"1 Nonmusician","5 Full professional proficiency","male",26,"IN","Asia"
2422,"1 Nonmusician","4 Professional working proficiency","male",,"VE","South America"
2423,"1 Nonmusician","3 Limited working proficiency","male",22,"ID","Asia"
2424,"6 Professional musician","6 Native or bilingual proficiency","female",29,"TR","Asia"
2425,"1 Nonmusician","1 No proficiency","male",23,"IN","Asia"
2426,"5 Semi-professional musician","3 Limited working proficiency","male",19,"VE","South America"
2427,"4 Serious amateur musician","6 Native or bilingual proficiency","female",28,"CA","North America"
2428,"3 Amateur musician","1 No proficiency","male",33,"RU","Europe"
2429,"1 Nonmusician","2 Elementary proficiency","male",40,"BG","Europe"
2430,"1 Nonmusician","4 Professional working proficiency","male",24,"BD","Asia"
2433,"6 Professional musician","3 Limited working proficiency","male",50,"FR","Europe"
2434,"3 Amateur musician","5 Full professional proficiency","male",29,"TR","Asia"
2435,"1 Nonmusician","3 Limited working proficiency","male",21,"EG","Africa"
2436,"2 Music-loving nonmusician","2 Elementary proficiency","male",32,"ES","Europe"
2437,"2 Music-loving nonmusician","3 Limited working proficiency","male",34,"EG","Africa"
2438,"2 Music-loving nonmusician","4 Professional working proficiency","female",38,"MY","Asia"
2439,"4 Serious amateur musician","2 Elementary proficiency","male",44,"HR","Europe"
2440,"2 Music-loving nonmusician","4 Professional working proficiency","male",25,"CL","South America"
2441,"3 Amateur musician","2 Elementary proficiency","male",19,"RS","Europe"
2442,"2 Music-loving nonmusician","3 Limited working proficiency","female",30,"RS","Europe"
2443,"2 Music-loving nonmusician","1 No proficiency","male",27,"HR","Europe"
2444,"5 Semi-professional musician","4 Professional working proficiency","female",45,"TR","Asia"
2445,"2 Music-loving nonmusician","4 Professional working proficiency","male",26,"IN","Asia"
2446,"1 Nonmusician","3 Limited working proficiency","female",34,"IN","Asia"
2447,"2 Music-loving nonmusician","3 Limited working proficiency","female",22,"MY","Asia"
2448,"3 Amateur musician","4 Professional working proficiency","male",34,"FR","Europe"
2449,"2 Music-loving nonmusician","3 Limited working proficiency","male",39,"MK","Europe"
2450,"1 Nonmusician","2 Elementary proficiency","male",,"LV","Europe"
2452,"2 Music-loving nonmusician","2 Elementary proficiency","male",25,"TR","Asia"
2453,"2 Music-loving nonmusician","3 Limited working proficiency","male",24,"UA","Europe"
2454,"3 Amateur musician","2 Elementary proficiency","male",38,"TR","Asia"
2455,"2 Music-loving nonmusician","4 Professional working proficiency","male",28,"PH","Asia"
2456,"4 Serious amateur musician","4 Professional working proficiency","male",26,"VN","Asia"
2457,"6 Professional musician","4 Professional working proficiency","male",,"IN","Asia"
2458,"3 Amateur musician","3 Limited working proficiency","male",35,"BR","South America"
2459,"1 Nonmusician","5 Full professional proficiency","male",29,"DZ","Africa"
2461,"1 Nonmusician","6 Native or bilingual proficiency","female",25,"RS","Europe"
2462,"2 Music-loving nonmusician","6 Native or bilingual proficiency","female",54,"US","North America"
2463,"2 Music-loving nonmusician","3 Limited working proficiency","female",31,"RU","Europe"
2464,"2 Music-loving nonmusician","4 Professional working proficiency","female",24,"PH","Asia"
2466,"1 Nonmusician","1 No proficiency","male",33,"RS","Europe"
2467,"1 Nonmusician","1 No proficiency","male",,"TR","Asia"
2468,"2 Music-loving nonmusician","2 Elementary proficiency","female",70,"CA","North America"
2469,"2 Music-loving nonmusician","4 Professional working proficiency","female",27,"MY","Asia"
2470,"1 Nonmusician","4 Professional working proficiency","male",32,"VE","South America"
2471,"1 Nonmusician","2 Elementary proficiency","male",33,"RU","Europe"
2472,"4 Serious amateur musician","4 Professional working proficiency","male",25,"US","North America"
2473,"1 Nonmusician","2 Elementary proficiency","male",50,"EG","Africa"
2475,"2 Music-loving nonmusician","3 Limited working proficiency","male",29,"VE","South America"
2476,"2 Music-loving nonmusician","3 Limited working proficiency","male",30,"ES","Europe"
2478,"3 Amateur musician","4 Professional working proficiency","male",,"DZ","Africa"
2479,"2 Music-loving nonmusician","2 Elementary proficiency","male",25,"PY","South America"
2480,"2 Music-loving nonmusician","3 Limited working proficiency","female",41,"BA","Europe"
2482,"1 Nonmusician","4 Professional working proficiency","male",25,"TR","Asia"
2483,"4 Serious amateur musician","3 Limited working proficiency","male",23,"TR","Asia"
2484,"2 Music-loving nonmusician","4 Professional working proficiency","male",56,"RU","Europe"
2485,"1 Nonmusician","1 No proficiency","male",59,"RO","Europe"
2486,"2 Music-loving nonmusician","3 Limited working proficiency","male",35,"HK","Asia"
2487,"3 Amateur musician","3 Limited working proficiency","male",51,"FR","Europe"
2488,"1 Nonmusician","5 Full professional proficiency","male",26,"RS","Europe"
2489,"4 Serious amateur musician","3 Limited working proficiency","female",19,"TR","Asia"
2491,"1 Nonmusician","1 No proficiency","female",33,"TR","Asia"
2492,"3 Amateur musician","6 Native or bilingual proficiency","male",18,"PH","Asia"
2493,"2 Music-loving nonmusician","3 Limited working proficiency","male",30,"ID","Asia"
2494,"4 Serious amateur musician","4 Professional working proficiency","male",26,"VN","Asia"
2495,"2 Music-loving nonmusician","2 Elementary proficiency","male",44,"RU","Europe"
2497,"2 Music-loving nonmusician","1 No proficiency","male",24,"IN","Asia"
2498,"2 Music-loving nonmusician","2 Elementary proficiency","female",45,"RO","Europe"
2499,"2 Music-loving nonmusician","4 Professional working proficiency","female",22,"PH","Asia"
2502,"3 Amateur musician","2 Elementary proficiency","male",21,"TR","Asia"
2503,"2 Music-loving nonmusician","3 Limited working proficiency","female",48,"NL","Europe"
2504,"2 Music-loving nonmusician","3 Limited working proficiency","female",21,"TR","Asia"
2505,"2 Music-loving nonmusician","2 Elementary proficiency","male",41,"ES","Europe"
2506,"1 Nonmusician","3 Limited working proficiency","male",25,"RO","Europe"
2507,"2 Music-loving nonmusician","1 No proficiency","male",46,"GR","Europe"
2508,"1 Nonmusician","6 Native or bilingual proficiency","female",38,"GB","Europe"
2509,"2 Music-loving nonmusician","2 Elementary proficiency","female",30,"MX","North America"
2510,"4 Serious amateur musician","3 Limited working proficiency","male",30,"BA","Europe"
2512,"2 Music-loving nonmusician","6 Native or bilingual proficiency","male",31,"BR","South America"
2513,"2 Music-loving nonmusician","2 Elementary proficiency","female",30,"RU","Europe"
2515,"2 Music-loving nonmusician","4 Professional working proficiency","male",,"TR","Asia"
2517,"1 Nonmusician","4 Professional working proficiency","female",25,"IN","Asia"
2518,"2 Music-loving nonmusician","2 Elementary proficiency","male",36,"ID","Asia"
2519,"1 Nonmusician","3 Limited working proficiency","female",30,"BA","Europe"
2520,"2 Music-loving nonmusician","3 Limited working proficiency","female",31,"IL","Asia"
2521,"2 Music-loving nonmusician","1 No proficiency","male",21,"RS","Europe"
2522,"2 Music-loving nonmusician","2 Elementary proficiency","female",27,"BG","Europe"
2523,"2 Music-loving nonmusician","5 Full professional proficiency","female",28,"RS","Europe"
2524,"1 Nonmusician","5 Full professional proficiency","male",35,"PH","Asia"
2525,"3 Amateur musician","2 Elementary proficiency","female",52,"RS","Europe"
2526,"1 Nonmusician","1 No proficiency","male",25,"VE","South America"
2527,"2 Music-loving nonmusician","4 Professional working proficiency","female",31,"NL","Europe"
2528,"2 Music-loving nonmusician","4 Professional working proficiency","male",41,"CH","Europe"
2529,"1 Nonmusician","2 Elementary proficiency","male",31,"ES","Europe"
2530,"3 Amateur musician","2 Elementary proficiency","female",32,"ES","Europe"
2532,"2 Music-loving nonmusician","4 Professional working proficiency","female",21,"RS","Europe"
2533,"3 Amateur musician","3 Limited working proficiency","male",21,"CL","South America"
2534,"2 Music-loving nonmusician","6 Native or bilingual proficiency","male",22,"ES","Europe"
2537,"3 Amateur musician","3 Limited working proficiency","male",26,"BR","South America"
2538,"1 Nonmusician","2 Elementary proficiency","male",20,"IN","Asia"
2539,"2 Music-loving nonmusician","2 Elementary proficiency","male",24,"IN","Asia"
2541,"2 Music-loving nonmusician","3 Limited working proficiency","female",38,"BG","Europe"
2542,"3 Amateur musician","2 Elementary proficiency","male",36,"RO","Europe"
2543,"1 Nonmusician","4 Professional working proficiency","female",24,"TR","Asia"
2544,"1 Nonmusician","6 Native or bilingual proficiency","male",22,"PK","Asia"
2545,"2 Music-loving nonmusician","5 Full professional proficiency","male",31,"TR","Asia"
2547,"2 Music-loving nonmusician","2 Elementary proficiency","male",36,"UA","Europe"
2548,"4 Serious amateur musician","5 Full professional proficiency","male",28,"IN","Asia"
2549,"3 Amateur musician","3 Limited working proficiency","female",23,"HR","Europe"
2550,"1 Nonmusician","1 No proficiency","male",25,"RO","Europe"
2551,"2 Music-loving nonmusician","4 Professional working proficiency","female",23,"IN","Asia"
2552,"2 Music-loving nonmusician","5 Full professional proficiency","male",38,"RS","Europe"
2553,"1 Nonmusician","2 Elementary proficiency","male",20,"IN","Asia"
2554,"2 Music-loving nonmusician","4 Professional working proficiency","male",55,"DE","Europe"
2555,"2 Music-loving nonmusician","1 No proficiency","male",21,"RS","Europe"
2556,"2 Music-loving nonmusician","2 Elementary proficiency","male",44,"MY","Asia"
2557,"3 Amateur musician","4 Professional working proficiency","male",28,"VE","South America"
2559,"1 Nonmusician","2 Elementary proficiency","male",25,"NG","Africa"
2560,"3 Amateur musician","4 Professional working proficiency","male",29,"DE","Europe"
2561,"3 Amateur musician","2 Elementary proficiency","male",36,"BA","Europe"
2562,"2 Music-loving nonmusician","4 Professional working proficiency","male",,"TR","Asia"
2563,"2 Music-loving nonmusician","4 Professional working proficiency","male",30,"IT","Europe"
2564,"2 Music-loving nonmusician","3 Limited working proficiency","male",25,"PK","Asia"
2565,"4 Serious amateur musician","5 Full professional proficiency","female",28,"TR","Asia"
2566,"1 Nonmusician","4 Professional working proficiency","male",27,"TR","Asia"
2567,"1 Nonmusician","2 Elementary proficiency","male",67,"UA","Europe"
2569,"3 Amateur musician","4 Professional working proficiency","male",,"VN","Asia"
2570,"1 Nonmusician","5 Full professional proficiency","female",52,"US","North America"
2571,"1 Nonmusician","4 Professional working proficiency","male",23,"TR","Asia"
2572,"2 Music-loving nonmusician","3 Limited working proficiency","female",50,"BG","Europe"
2573,"1 Nonmusician","6 Native or bilingual proficiency","female",43,"GB","Europe"
2574,"2 Music-loving nonmusician","3 Limited working proficiency","female",36,"BG","Europe"
2578,"2 Music-loving nonmusician","2 Elementary proficiency","male",35,"SE","Europe"
2579,"3 Amateur musician","2 Elementary proficiency","male",26,"IT","Europe"
2580,"3 Amateur musician","2 Elementary proficiency","female",32,"UA","Europe"
2581,"1 Nonmusician","2 Elementary proficiency","male",30,"ES","Europe"
2582,"2 Music-loving nonmusician","5 Full professional proficiency","male",,"PK","Asia"
